,date,time,latitude,longitude,type,depth,depth_error,depth_seismic_stations,magnitude,magnitude_type,magnitude_error,magnitude_seismic_stations,azimuthal_gap,horizontal_distance,horizontal_error,root_mean_square,id,source,location_source,magnitude_source,status,geocode_data,city,country,latlng,year
3123,10/25/2013,17:54:31,-19.3607,-173.72799999999998,Earthquake,8.74,3.1,,5.7,MB,0.033,,26.0,5.734,,0.86,USC000KN6G,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Tonga', 'short_name': 'TO', 'types': ['country', 'political']}], 'formatted_address': 'Tonga', 'geometry': {'bounds': {'northeast': {'lat': -15.4060236, 'lng': -173.2543946}, 'southwest': {'lat': -21.8360059, 'lng': -175.9570313}}, 'location': {'lat': -21.178986, 'lng': -175.198242}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -15.4060236, 'lng': -173.2543946}, 'southwest': {'lat': -21.8360059, 'lng': -175.9570313}}}, 'place_id': 'ChIJHdCfu0S2k3ERqeJexcrMbfM', 'types': ['country', 'political']}",,Tonga,"-19.3607,-173.728",2013
3124,10/25/2013,21:27:35,37.1057,144.6715,Earthquake,10.0,1.8,,5.5,MB,0.044000000000000004,,31.0,5.04,,0.78,USC000KNDD,US,US,US,Reviewed,{},,,"37.1057,144.6715",2013
3125,10/27/2013,18:13:06,37.0876,144.5734,Earthquake,20.16,3.3,,5.5,MWB,0.040999999999999995,,28.0,5.041,,0.84,USC000KP6N,US,US,US,Reviewed,{},,,"37.0876,144.5734",2013
3126,10/29/2013,10:37:56,-61.6949,154.6743,Earthquake,10.0,1.7,,5.9,MWW,,,32.0,7.563,,0.8,USC000KQKF,US,US,US,Reviewed,{},,,"-61.6949,154.6743",2013
3127,10/30/2013,2:29:12,-35.439,-73.193,Earthquake,39.2,4.4,,5.8,MWW,,,,,,1.26,USC000KR9E,US,GUC,US,Reviewed,"{'address_components': [{'long_name': 'Chile', 'short_name': 'CL', 'types': ['country', 'political']}], 'formatted_address': 'Chile', 'geometry': {'bounds': {'northeast': {'lat': -17.4983293, 'lng': -66.3327}, 'southwest': {'lat': -56.1455, 'lng': -110.0281}}, 'location': {'lat': -35.675147, 'lng': -71.542969}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -17.4983293, 'lng': -66.3327}, 'southwest': {'lat': -56.1455, 'lng': -110.0281}}}, 'place_id': 'ChIJL68lBEHFYpYRHbkCERPhBQU', 'types': ['country', 'political']}",,Chile,"-35.439,-73.193",2013
3128,10/30/2013,2:51:47,-35.314,-73.395,Earthquake,41.5,3.9,,6.2,MWW,,,,,,1.68,USC000KR9K,US,GUC,US,Reviewed,"{'address_components': [{'long_name': 'Chile', 'short_name': 'CL', 'types': ['country', 'political']}], 'formatted_address': 'Chile', 'geometry': {'bounds': {'northeast': {'lat': -17.4983293, 'lng': -66.3327}, 'southwest': {'lat': -56.1455, 'lng': -110.0281}}, 'location': {'lat': -35.675147, 'lng': -71.542969}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -17.4983293, 'lng': -66.3327}, 'southwest': {'lat': -56.1455, 'lng': -110.0281}}}, 'place_id': 'ChIJL68lBEHFYpYRHbkCERPhBQU', 'types': ['country', 'political']}",,Chile,"-35.314,-73.395",2013
3129,10/31/2013,12:02:09,23.5904,121.4366,Earthquake,10.0,1.7,,6.3,MWW,,,15.0,0.23399999999999999,,1.29,USC000KSDY,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': '???', 'short_name': '???', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Guangfu Township', 'short_name': 'Guangfu Township', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Hualien County', 'short_name': 'Hualien County', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Taiwan', 'short_name': 'TW', 'types': ['country', 'political']}, {'long_name': '976', 'short_name': '976', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Guangfu Township, Hualien County, Taiwan 976', 'geometry': {'bounds': {'northeast': {'lat': 23.6029714, 'lng': 121.4248135}, 'southwest': {'lat': 23.6010259, 'lng': 121.4227528}}, 'location': {'lat': 23.6011973, 'lng': 121.4248134}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 23.6033476302915, 'lng': 121.4251321302915}, 'southwest': {'lat': 23.6006496697085, 'lng': 121.4224341697085}}}, 'place_id': 'ChIJVV4B2pdNbzQRuDZy-Grwksg', 'types': ['route']}",Hualien County,Taiwan,"23.5904,121.4366",2013
3130,10/31/2013,23:04:00,-30.2921,-71.5215,Earthquake,27.0,1.7,,6.6,MWW,,,31.0,0.636,,1.28,USB000KQNC,US,US,US,Reviewed,{},,,"-30.2921,-71.5215",2013
3131,11/2/2013,15:52:46,-23.6357,-112.5956,Earthquake,9.98,1.6,,6.0,MWW,,,35.0,4.558,,0.81,USB000KRJT,US,US,US,Reviewed,{},,,"-23.6357,-112.5956",2013
3132,11/2/2013,18:53:47,-19.1711,-172.6411,Earthquake,10.05,1.1,,6.2,MWW,,,21.0,5.297000000000001,,0.72,USB000KRLZ,US,US,US,Reviewed,{},,,"-19.1711,-172.6411",2013
3133,11/2/2013,19:05:57,-19.2068,-172.3982,Earthquake,10.0,1.7,,5.7,MWC,,,31.0,2.339,,1.26,USB000KRM5,US,US,GCMT,Reviewed,{},,,"-19.2068,-172.3982",2013
3134,11/3/2013,2:42:54,-5.8583,148.8538,Earthquake,88.74,3.9,,5.8,MWW,,,14.0,3.9019999999999997,,0.88,USB000KRUL,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'West New Britain Province', 'short_name': 'West New Britain Province', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -5.8275248, 'lng': 148.7764263}, 'southwest': {'lat': -5.854358299999999, 'lng': 148.7422657}}, 'location': {'lat': -5.8440785, 'lng': 148.764505}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -5.8275248, 'lng': 148.7764263}, 'southwest': {'lat': -5.854358299999999, 'lng': 148.7422657}}}, 'place_id': 'ChIJJzymA61A7mgRdPkU8Yw8qSs', 'types': ['route']}",West New Britain Province,Papua New Guinea,"-5.8583,148.8538",2013
3135,11/3/2013,10:08:55,-19.2137,-172.5332,Earthquake,4.0,1.7,,5.6,MWB,0.059000000000000004,,31.0,5.324,,0.94,USB000KS0P,US,US,US,Reviewed,{},,,"-19.2137,-172.5332",2013
3136,11/3/2013,11:03:38,4.6565,123.3471,Earthquake,532.0,1.8,,5.9,MWW,,,15.0,3.267,,1.42,USB000KS1G,US,US,US,Reviewed,{},,,"4.6565,123.3471",2013
3137,11/3/2013,17:46:45,-57.8439,-25.714000000000002,Earthquake,65.64,4.2,,5.5,MWW,,,45.0,7.006,,0.79,USB000KS54,US,US,US,Reviewed,"{'address_components': [{'long_name': 'South Georgia and the South Sandwich Islands', 'short_name': 'GS', 'types': ['country', 'political']}], 'formatted_address': 'South Georgia and the South Sandwich Islands', 'geometry': {'bounds': {'northeast': {'lat': -53.8525267, 'lng': -25.4663085}, 'southwest': {'lat': -59.91097600000001, 'lng': -38.4301758}}, 'location': {'lat': -54.429579, 'lng': -36.587909}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -53.8525267, 'lng': -25.4663085}, 'southwest': {'lat': -59.91097600000001, 'lng': -38.4301758}}}, 'place_id': 'ChIJJXmoUuK2PbkRvbBNiNp8434', 'types': ['country', 'political']}",,South Georgia and the South Sandwich Islands,"-57.8439,-25.714",2013
3138,11/7/2013,16:46:35,-22.324,171.5445,Earthquake,98.0,1.8,,5.7,MWW,,,24.0,4.7330000000000005,,0.8,USB000KU2V,US,US,US,Reviewed,{},,,"-22.324,171.5445",2013
3139,11/8/2013,9:51:02,-1.1873,67.6827,Earthquake,10.0,1.7,,5.5,MWB,0.047,,33.0,5.567,,0.94,USB000KUKJ,US,US,US,Reviewed,{},,,"-1.1873,67.6827",2013
3140,11/9/2013,3:45:14,-12.0269,167.1235,Earthquake,10.91,2.5,,5.5,MWC,,,43.0,7.505,,0.74,USB000KV0R,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Solomon Islands', 'short_name': 'SB', 'types': ['country', 'political']}], 'formatted_address': 'Solomon Islands', 'geometry': {'bounds': {'northeast': {'lat': -6.075011, 'lng': 168.0249023}, 'southwest': {'lat': -12.6832149, 'lng': 155.1187134}}, 'location': {'lat': -9.64571, 'lng': 160.156194}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -6.075011, 'lng': 168.0249023}, 'southwest': {'lat': -12.6832149, 'lng': 155.1187134}}}, 'place_id': 'ChIJ0QlQVeBR02gRgClEF6DATLQ', 'types': ['country', 'political']}",,Solomon Islands,"-12.0269,167.1235",2013
3141,11/9/2013,14:53:27,-28.3173,-176.7731,Earthquake,10.0,1.7,,5.5,MWB,0.062,,65.0,10.101,,0.98,USB000KV5K,US,US,US,Reviewed,{},,,"-28.3173,-176.7731",2013
3142,11/9/2013,22:37:50,35.9187,139.9684,Earthquake,64.31,3.0,,5.6,MWW,,,41.0,0.6709999999999999,,1.04,USB000KVCA,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Kamitone', 'short_name': 'Kamitone', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Kashiwa-shi', 'short_name': 'Kashiwa-shi', 'types': ['locality', 'political']}, {'long_name': 'Chiba-ken', 'short_name': 'Chiba-ken', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Japan', 'short_name': 'JP', 'types': ['country', 'political']}, {'long_name': '277-0811', 'short_name': '277-0811', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Kamitone, Kashiwa-shi, Chiba-ken 277-0811, Japan', 'geometry': {'bounds': {'northeast': {'lat': 35.9198771, 'lng': 139.9694221}, 'southwest': {'lat': 35.9172012, 'lng': 139.9667632}}, 'location': {'lat': 35.9185409, 'lng': 139.9680899}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 35.9198881302915, 'lng': 139.9694416302915}, 'southwest': {'lat': 35.9171901697085, 'lng': 139.9667436697085}}}, 'place_id': 'ChIJcRFWr4SeGGAR3mpmB7a3Kao', 'types': ['route']}",Kashiwa-shi,Japan,"35.9187,139.9684",2013
3143,11/10/2013,21:13:50,-54.9278,-130.5733,Earthquake,10.0,1.8,,5.6,MWB,0.055,,22.0,31.328000000000003,,0.75,USB000KVKE,US,US,US,Reviewed,{},,,"-54.9278,-130.5733",2013
3144,11/12/2013,7:03:51,54.6859,162.3024,Earthquake,43.0,1.8,,6.4,MWW,,,20.0,2.73,,0.87,USB000KW1X,US,US,US,Reviewed,{},,,"54.6859,162.3024",2013
3145,11/13/2013,3:57:40,51.5477,-178.9984,Earthquake,20.0,1.7,,5.8,MWW,,,33.0,0.281,,0.93,USB000KWL1,US,US,US,Reviewed,{},,,"51.5477,-178.9984",2013
3146,11/13/2013,23:45:48,-60.2814,-47.1233,Earthquake,11.07,0.6,,6.1,MWW,,,23.0,8.318999999999999,,1.19,USB000KXHR,US,US,US,Reviewed,{},,,"-60.2814,-47.1233",2013
3147,11/15/2013,2:00:34,41.4306,142.17700000000002,Earthquake,46.0,1.0,,5.5,MWB,0.042,,38.0,0.937,,0.81,USB000KYPF,US,US,US,Reviewed,{},,,"41.4306,142.177",2013
3148,11/16/2013,3:34:31,-60.2627,-47.0621,Earthquake,9.97,1.9,,6.9,MWW,,,17.0,8.283999999999999,,0.84,USB000KZNC,US,US,US,Reviewed,{},,,"-60.2627,-47.0621",2013
3149,11/16/2013,9:35:46,-60.2942,-46.4266,Earthquake,10.28,2.3,,5.5,MWB,0.083,,29.0,8.073,,0.96,USB000KZST,US,US,US,Reviewed,{},,,"-60.2942,-46.4266",2013
3150,11/16/2013,10:26:43,4.2077,90.0652,Earthquake,10.01,2.6,,5.7,MWB,0.078,,43.0,6.933,,0.78,USB000KZTL,US,US,US,Reviewed,{},,,"4.2077,90.0652",2013
3151,11/16/2013,11:44:41,35.6039,140.1529,Earthquake,59.4,1.6,,5.5,MWB,0.08,,40.0,1.831,,0.89,USB000KZUJ,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Chiba-Togane Road', 'short_name': 'Chiba-Togane Road', 'types': ['route']}, {'long_name': 'Chiba-shi', 'short_name': 'Chiba-shi', 'types': ['locality', 'political']}, {'long_name': 'Chiba-ken', 'short_name': 'Chiba-ken', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Japan', 'short_name': 'JP', 'types': ['country', 'political']}], 'formatted_address': 'Chiba-Togane Road, Chiba-shi, Chiba-ken, Japan', 'geometry': {'bounds': {'northeast': {'lat': 35.6034586, 'lng': 140.1550778}, 'southwest': {'lat': 35.602394, 'lng': 140.1525666}}, 'location': {'lat': 35.6029555, 'lng': 140.1538413}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 35.6042752802915, 'lng': 140.1551711802915}, 'southwest': {'lat': 35.6015773197085, 'lng': 140.1524732197085}}}, 'place_id': 'ChIJrRwe58KaImARqoE6SVQPDLk', 'types': ['route']}",Chiba-shi,Japan,"35.6039,140.1529",2013
3152,11/16/2013,15:00:13,-60.3474,-46.3687,Earthquake,10.0,1.7,,5.5,MWC,,,41.0,8.089,,0.91,USB000KZWY,US,US,GCMT,Reviewed,{},,,"-60.3474,-46.3687",2013
3153,11/17/2013,9:04:56,-60.2738,-46.4011,Earthquake,10.0,1.7,,7.7,MWW,,,23.0,8.05,,1.33,USB000L0GQ,US,US,US,Reviewed,{},,,"-60.2738,-46.4011",2013
3154,11/17/2013,9:11:02,-60.4778,-45.2114,Earthquake,15.57,3.5,,5.8,MB,0.106,,58.0,7.79,,0.93,USB000L4FR,US,US,US,Reviewed,{},,,"-60.4778,-45.2114",2013
3155,11/17/2013,12:11:36,-60.526,-44.3839,Earthquake,10.0,1.7,,5.7,MB,0.066,,26.0,7.568,,0.97,USB000L0MF,US,US,US,Reviewed,{},,,"-60.526,-44.3839",2013
3156,11/17/2013,17:37:14,-10.329,-11.8343,Earthquake,10.0,1.7,,5.5,MB,0.04,,28.0,3.0869999999999997,,0.69,USB000L0W2,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Saint Helena, Ascension and Tristan da Cunha', 'short_name': 'SH', 'types': ['country', 'political']}], 'formatted_address': 'St Helena, Ascension and Tristan da Cunha', 'geometry': {'bounds': {'northeast': {'lat': -7.1008926, 'lng': -5.0976561}, 'southwest': {'lat': -37.7880815, 'lng': -15.4248047}}, 'location': {'lat': -24.1434812, 'lng': -10.0306945}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -7.1008926, 'lng': -5.0976561}, 'southwest': {'lat': -37.7880815, 'lng': -15.4248047}}}, 'place_id': 'ChIJGSYdyRA7WgIRbtxkK1sPceQ', 'types': ['country', 'political']}",,"Saint Helena, Ascension and Tristan da Cunha","-10.329,-11.8343",2013
3157,11/18/2013,19:10:45,34.3343,137.0475,Earthquake,328.0,1.8,,5.6,MWW,,,19.0,1.013,,0.75,USB000L1HK,US,US,US,Reviewed,"{'address_components': [{'long_name': '??515??', 'short_name': '??515??', 'types': ['route']}, {'long_name': 'Dai?ch? Nakiri', 'short_name': 'Dai?ch? Nakiri', 'types': ['political', 'sublocality', 'sublocality_level_2']}, {'long_name': 'Shima-shi', 'short_name': 'Shima-shi', 'types': ['locality', 'political']}, {'long_name': 'Mie-ken', 'short_name': 'Mie-ken', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Japan', 'short_name': 'JP', 'types': ['country', 'political']}, {'long_name': '517-0603', 'short_name': '517-0603', 'types': ['postal_code']}], 'formatted_address': 'Japan, ?517-0603 Mie-ken, Shima-shi, Dai?ch? Nakiri, ??515??', 'geometry': {'bounds': {'northeast': {'lat': 34.2785994, 'lng': 136.8981289}, 'southwest': {'lat': 34.2778773, 'lng': 136.8975381}}, 'location': {'lat': 34.2784347, 'lng': 136.8981166}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 34.2795873302915, 'lng': 136.8991824802915}, 'southwest': {'lat': 34.27688936970851, 'lng': 136.8964845197085}}}, 'place_id': 'ChIJ4fqfMw8GBWARWlHVcFSGu1g', 'types': ['route']}",Shima-shi,Japan,"34.3343,137.0475",2013
3158,11/19/2013,13:32:51,2.6403,128.4339,Earthquake,38.0,1.7,,6.0,MWW,,,19.0,2.14,,1.01,USB000L219,US,US,US,Reviewed,{},,,"2.6403,128.4339",2013
3159,11/19/2013,15:16:48,8.9147,138.5332,Earthquake,10.0,1.2,,5.9,MWW,,,19.0,4.176,,0.85,USB000L22E,US,US,US,Reviewed,{},,,"8.9147,138.5332",2013
3160,11/19/2013,17:00:44,18.4753,145.2041,Earthquake,511.0,1.8,,6.0,MWW,,,10.0,1.848,,1.05,USB000L25I,US,US,US,Reviewed,{},,,"18.4753,145.2041",2013
3161,11/19/2013,23:18:01,-63.2943,-164.9357,Earthquake,10.13,2.3,,5.7,MWB,0.071,,78.0,17.035,,0.89,USB000L2J8,US,US,US,Reviewed,{},,,"-63.2943,-164.9357",2013
3162,11/20/2013,10:09:18,12.3975,95.1481,Earthquake,10.26,2.2,,5.5,MWB,0.048,,32.0,7.0,,0.86,USB000L2RK,US,US,US,Reviewed,{},,,"12.3975,95.1481",2013
3163,11/22/2013,6:51:25,34.4574,45.4824,Earthquake,6.0,1.2,,5.6,MWB,0.038,,33.0,0.784,,1.37,USB000L43R,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Kermanshah Province', 'short_name': 'Kermanshah Province', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Iran', 'short_name': 'IR', 'types': ['country', 'political']}], 'formatted_address': 'Kermanshah Province, Unnamed Road, Iran', 'geometry': {'bounds': {'northeast': {'lat': 34.4457794, 'lng': 45.5203428}, 'southwest': {'lat': 34.4244669, 'lng': 45.4843479}}, 'location': {'lat': 34.4365522, 'lng': 45.5023753}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 34.4457794, 'lng': 45.5203428}, 'southwest': {'lat': 34.4244669, 'lng': 45.4843479}}}, 'place_id': 'ChIJJQ0j42F5_j8RNrOpImyEXZ4', 'types': ['route']}",Kermanshah Province,Iran,"34.4574,45.4824",2013
3164,11/22/2013,17:20:58,5.4216,92.8184,Earthquake,15.61,1.2,,5.5,MWW,,,22.0,4.115,,0.84,USB000L4JU,US,US,US,Reviewed,{},,,"5.4216,92.8184",2013
3165,11/22/2013,18:30:58,34.3083,45.6105,Earthquake,14.0,1.7,,5.8,MWW,,,28.0,0.75,,0.9,USB000L4LF,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Iran', 'short_name': 'IR', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Iran', 'geometry': {'bounds': {'northeast': {'lat': 34.3030804, 'lng': 45.5952734}, 'southwest': {'lat': 34.2960915, 'lng': 45.593732}}, 'location': {'lat': 34.2996117, 'lng': 45.5944824}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 34.3030804, 'lng': 45.5958516802915}, 'southwest': {'lat': 34.2960915, 'lng': 45.5931537197085}}}, 'place_id': 'ChIJnyqdxCnT_T8RXkohnKpwbgY', 'types': ['route']}",,Iran,"34.3083,45.6105",2013
3166,11/23/2013,7:48:32,-17.1171,-176.5449,Earthquake,371.0,1.8,,6.5,MWW,,,22.0,5.194,,0.83,USB000L51G,US,US,US,Reviewed,{},,,"-17.1171,-176.5449",2013
3167,11/25/2013,5:56:50,45.5613,151.0047,Earthquake,34.0,1.7,,6.0,MWW,,,26.0,5.885,,0.66,USB000L5Z1,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}], 'formatted_address': 'Russia', 'geometry': {'bounds': {'northeast': {'lat': 82.1673907, 'lng': -168.97788}, 'southwest': {'lat': 41.185353, 'lng': 19.6160999}}, 'location': {'lat': 61.52401, 'lng': 105.318756}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 70, 'lng': 179}, 'southwest': {'lat': 40, 'lng': 27}}}, 'place_id': 'ChIJ-yRniZpWPEURE_YRZvj9CRQ', 'types': ['country', 'political']}",,Russia,"45.5613,151.0047",2013
3168,11/25/2013,6:27:09,-54.0272,-54.9796,Earthquake,10.01,2.3,,5.6,MB,0.052000000000000005,,32.0,3.0069999999999997,,0.75,USB000L5ZB,US,US,US,Reviewed,{},,,"-54.0272,-54.9796",2013
3169,11/25/2013,6:27:33,-53.9451,-55.0033,Earthquake,11.78,2.4,,7.0,MWW,,,31.0,2.935,,1.08,USB000L5ZN,US,US,US,Reviewed,{},,,"-53.9451,-55.0033",2013
3170,11/25/2013,7:21:18,-53.8708,-53.9107,Earthquake,14.83,3.1,,6.0,MWC,,,58.0,3.346,,0.76,USB000L633,US,US,GCMT,Reviewed,{},,,"-53.8708,-53.9107",2013
3171,11/25/2013,20:06:56,-12.5993,-76.2025,Earthquake,76.57,3.4,,5.5,MWB,0.066,,64.0,0.872,,0.73,USB000L6BT,US,US,US,Reviewed,"{'address_components': [{'long_name': '126', 'short_name': '126', 'types': ['route']}, {'long_name': 'Yawyu pruwinsya', 'short_name': 'Yawyu pruwinsya', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Gobierno Regional de Lima', 'short_name': 'Gobierno Regional de Lima', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Peru', 'short_name': 'PE', 'types': ['country', 'political']}], 'formatted_address': '126, Peru', 'geometry': {'bounds': {'northeast': {'lat': -12.5736249, 'lng': -76.1681468}, 'southwest': {'lat': -12.6152957, 'lng': -76.2126732}}, 'location': {'lat': -12.6111009, 'lng': -76.2103676}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -12.5736249, 'lng': -76.1681468}, 'southwest': {'lat': -12.6152957, 'lng': -76.2126732}}}, 'place_id': 'ChIJQ257bhuaD5ERdhPq5Rnsnc0', 'types': ['route']}",Yawyu pruwinsya,Peru,"-12.5993,-76.2025",2013
3172,11/26/2013,14:30:28,-5.8261,150.7634,Earthquake,61.17,4.3,,5.5,MWB,0.054000000000000006,,22.0,5.039,,1.1,USB000L6RL,US,US,US,Reviewed,{},,,"-5.8261,150.7634",2013
3173,11/28/2013,13:51:34,29.32,51.31,Earthquake,8.0,3.1,,5.8,MWB,0.048,,,,,1.01,USB000L7NT,US,TEH,US,Reviewed,{},,,"29.32,51.31",2013
3174,12/1/2013,1:24:14,-7.0269,128.3791,Earthquake,9.87,2.1,,6.4,MWW,,,11.0,3.0460000000000003,,0.7,USB000L8MB,US,US,US,Reviewed,{},,,"-7.0269,128.3791",2013
3175,12/1/2013,3:19:38,41.6832,-126.8781,Earthquake,10.09,2.5,,5.5,MWW,,,46.0,2.0469999999999997,,0.94,USB000L8N7,US,US,US,Reviewed,{},,,"41.6832,-126.8781",2013
3176,12/1/2013,6:29:58,2.044,96.8261,Earthquake,20.0,1.7,,6.0,MWW,,,27.0,1.0490000000000002,,0.89,USB000L8PB,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"2.044,96.8261",2013
3177,12/2/2013,2:14:57,-21.2849,170.3154,Earthquake,110.0,1.8,,5.6,MWW,,,21.0,3.685,,1.28,USB000L90P,US,US,US,Reviewed,{},,,"-21.2849,170.3154",2013
3178,12/2/2013,12:18:48,-53.3147,25.4971,Earthquake,10.0,1.8,,5.5,MWB,0.066,,36.0,18.267,,0.71,USB000L96N,US,US,US,Reviewed,{},,,"-53.3147,25.4971",2013
3179,12/3/2013,23:58:50,6.6241,126.1749,Earthquake,30.0,1.7,,5.6,MWB,0.048,,33.0,0.738,,0.79,USB000LAYI,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Tibanban-Anitap-Tandang Sora Road', 'short_name': 'Tibanban-Anitap-Tandang Sora Rd', 'types': ['route']}, {'long_name': 'Governor Generoso', 'short_name': 'Governor Generoso', 'types': ['locality', 'political']}, {'long_name': 'Davao Oriental', 'short_name': 'Davao Oriental', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Davao Region', 'short_name': 'Davao Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Tibanban-Anitap-Tandang Sora Rd, Governor Generoso, Davao Oriental, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 6.6386014, 'lng': 126.1277868}, 'southwest': {'lat': 6.6307171, 'lng': 126.1055714}}, 'location': {'lat': 6.636393, 'lng': 126.1186599}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 6.6386014, 'lng': 126.1277868}, 'southwest': {'lat': 6.6307171, 'lng': 126.1055714}}}, 'place_id': 'ChIJj81M3-08-jIR0lco1mi4p7I', 'types': ['route']}",Governor Generoso,Philippines,"6.6241,126.1749",2013
3180,12/4/2013,14:55:40,-25.4464,178.253,Earthquake,574.0,1.8,,5.7,MWW,,,18.0,5.083,,0.74,USB000LB85,US,US,US,Reviewed,{},,,"-25.4464,178.253",2013
3181,12/8/2013,17:24:54,44.4438,149.1667,Earthquake,28.0,1.7,,6.0,MWW,,,26.0,4.726,,0.99,USB000LDS9,US,US,US,Reviewed,{},,,"44.4438,149.1667",2013
3182,12/13/2013,4:45:11,13.1334,-89.0898,Earthquake,67.59,3.6,,5.6,MWB,0.061,,41.0,0.5670000000000001,,0.95,USC000LJV7,US,US,US,Reviewed,{},,,"13.1334,-89.0898",2013
